text,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label
Facts are Facts. #TrumpLies #TrumpLiesEveryTimeHeSpeaks  #trumpisatraitor ,0,0,10,74,0,0.0,1
#Trump puts golf before country! #TrumpIsATraitor,0,0,9,49,0,0.0,1
"@TheRealOJ32 So you’re going to “hold people accountable”?    You realize you’re no longer anything but a punchline, right?    #Murderer",1,1,30,136,0,0.0,1
@ICC ..don't know why it is focusing on a point which has no effect in the game play of world cup by leaving #umpires who are changing the chances of winnings of teams with their wrong decisions...work on topics which need to be improved rather than our msd...#DhoniKeepsTheGlove,0,0,57,279,0,0.0,1
Benny the Butcher... @BennyBsf #thealmightytour #bennythebutcher #griseldarecords #buffalo #beatsnbars #hiphop #rap #boogiedownbronx #bronx #bx #fuckaroundlayaround #fucktrump #fucklindafairstein @ Sony Hall ,0,0,35,208,0,0.0,1
@TajinderBagga Writes A Hard-Hitting Message To Mamata Banerjee On #WorldBloodDonorDay    #DoctorsProtest   #DoctorStrike  #DoctorsFightBack   ,0,0,18,143,0,0.0,0
"@private_prive @EOketokun fuck both of you. If I say he’s in a fucking medical, he’s in a fucking medical. I work hard for this shit, don’t come at me with that criticism shit, you want beef we can sort this out properly still #dickhead",1,1,58,236,0,0.0,1
"Now mamata didi cancels her meeting with the striking doctors. Shows het immaturity. She dreams of becoming the leader of India, but she is no statesman. She had egoistical mind, acts childish and behaves as a tyrant.  #DoctorsFightBack #DoctorsProtest",1,1,47,252,0,0.0,1
Tjer a whole doctor that can't even burn a book. No fuck man. Mmabtho should've went to Durban naye #TheQueenMzansi pic.twitter.com/IHYevZaC4F,1,1,26,142,0,0.0,1
#GandiNaaliAbuse \nAsim Bhamla within minutes found an excuse for calling Modiji as Gandi Naali ka Kida when he dared to say he don't know Hindi ? To what an extent these Guns will continue their Fancy Dress in the name of Politician in the Temple of Democracy ?,1,1,50,262,0,0.0,1
Race of abusing PM NaMo will accelerate to appease muslims.Listen to Pathan pushing his party as only for muslims & owasis as new Jinnah.All are disturbe due to 3talak bill as it is not a sharia law.#GandiNaaliAbuse,0,1,39,215,0,0.0,1
#GandiNaaliAbuse \nThere must be Stringent Punishment for these kind of Gandi Naale ke MPs & the Movement he uttered those words he was supposed to be suspended for life time from participating in any of the Elections in future apart from facing procecution.,1,1,45,258,0,0.0,1
"#GandiNaaliAbuse | Where an MP says that he will cut the throat of Muslims, then everyone is silent on that: Waris Pathan- MLA, AIMIM & Advocate",0,1,30,144,0,0.0,1
"Omg, you are the WORST PERSON EVER IN AMERICAS WHITEHOUSE EVER!",1,1,13,63,0,0.0,1
"#GandiNaaliAbuse By abusing the people elected PM, the opposition has insulted the people of this country.\n#GandiNaaliInsult",0,1,20,125,0,0.0,1
Have you ever been to one of those parties where you feel like the odd one out? Cant quite put my finger on why that happened today.,0,0,29,132,0,0.0,0
 spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/cvyIiSjtEf,1,1,35,238,1,0.0,0
"#GandiNaaliAbuse | I don't think anyone will sympathise with the comment he has made, every time Congress has made these statements, BJP has been at an advantage: Asif Bhamla, Political Commentator & President- Bhamla Foundation ",0,0,41,229,0,0.0,1
"T 3205 - Just look at the efficacy of the Hindi language\n(In English)\nI am sorry, I cant hear you properly, can u please repeat what is the matter?\n(In Hindi)\n\n.............\n\n~ EF Vb\n",0,0,45,191,0,0.0,0
"We need laws that protect us at work.   We don't want to work at gunpoint, under political intimidation or burdened with unreasonable moral obligations.   #DoctorsFightBack ",0,0,30,173,0,0.0,0
"@ICC Everyone waited for 4 years to see the England Rains , what a proud moment 👏👏👏  #ShameOnICC   #INDvNZ #NZvIND #CWC19  #INDvPAK #PAKvIND #INDvNZ #NZvIND #CWC19    #TeamIndia     #CWC2010 #Dhoni #dhonikeepstheglove",0,0,44,217,0,0.0,0
"@mattmfm Reading between the lines, I can only assume @SpeakerPelosi is being extremely careful due to the possibility Dem House Members in red states voting for impeachment could flip those seats in 2020 and give the House back to #PutinsGOP. Nothing else makes sense 😒  #FuckTrump ",0,0,52,283,0,0.0,0
"Probably first time in the world cup , we are witnessing more ODD number than EVEN number in the points table World Cup #ICCWC2019 #WWC2019 #INDvPAK #ICCWorldCup2019 #INDvNZ #ENGvWI #WIvENG #SLvAUS #ShameOnICC #ICC @virendersehwag @vikrantgupta73 @harbhajan_singh @GautamGambhir ",0,0,51,279,0,0.0,0
#ShameOnICC How eagerly we wait for match but this rain ruin it😩😩😩😩😒😒😒😒😒,0,0,13,72,0,0.0,0
@cricketworldcup it's totally wrong to blame @ICC the world is done with all team concern and every team deserves the host. @ECB_cricket @englandcricket so guys be patience  It is sad but no one can beat the nature @BCCI  #ShameOnICC nothing to shame just support it.  #supporticc,0,0,56,280,0,0.0,0
"@CillizzaCNN I met Jackie O, and that Slovenian hooker ( @FLOTUS ) is no Jackie O.    @WhiteHouse @realDonaldTrump #MAGA #TrumpIsATraitor #TrumpRussia ",1,1,30,151,0,0.0,1
THIS JUST IN::   IT TOOK A INTERNATIONAL TEAM TO DETHRONE THE WARRIORS   ONLY CLEVELAND COULD DEFEAT GSW DURING THE 5 YR RUN   #FUCKTRUMP #FUCKTORONTO,0,0,28,150,0,0.0,0
So I didn’t watch the debate last night.  They’re Tories - for me the best I can hope for is the least worst.  Just PLEASE don’t inflict #TrumpLite on Britain    #BorisJohnsonShouldNotBePM,0,0,41,188,0,0.0,0
THIS ⬇️ @CBSNews @NBCNews @ABC @CNN     #ThisIsNotNormal  #TrumpIsATraitor   #TrumpIsANationalSecurityThreat ,0,0,16,109,0,0.0,0
#INDvAUS  #Indian #ICCWorldCup2019 #WorldCup2019 #IndiaWithDhoni #DhoniKeepsTheGlove #indiancricketheroes #AUSvIND #Australia #auspol   Who will win today's match ?  1  INDIANS SHOW YOUR POWER🇮🇳   2 AUSTRALIANS SHOW YOUR POWER 🇦🇺     You both have 8 hrs to show your team power.,0,0,49,278,0,0.0,0
And @realDonaldTrump is so WEAK he couldn’t even serve. #TooScaredDonnie Is such a baby that he had to hide behind Daddy’s skirts because he was #TooScaredToServe.   #FUCKtRump ,1,1,37,177,0,0.0,1
I seriously feel @MamataOfficial has gone mad ans lost mental balance. I never seen any CM in my whole life who goes to protest site and threaten protestors. Never ever in my life.     #DoctorsFightBack,1,0,39,202,0,0.0,1
Icc and england cricket destroying big world cricket. England doesn't Deserve host the world cup. #ShameOnICC ,0,0,20,110,0,0.0,1
The @DailyMailUK's @MarkHookham has done a good wider follow up about missing foreign #criminals following on from my recent scoop about wanted #Albanian #murderer Hektor Mahmutaj absconding before he was extradited from the #UK:     ,0,0,42,234,0,0.0,0
Agree and he is not President...he didn't win popular vote and conspired with a foreign power to get the electoral college. #NotMyPresident #stoptrumpism #TrumpIsATraitor #TrumpCrimeFamily ,0,0,33,189,0,0.0,1
Kore DM-PVC Combo 16 (1-5 Kg) Home Gym Dumbbells &amp; Fitness Kit  @ Rs.579 (mrp-1880)        #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,0,43,220,0,0.0,0
"#JagooPakistan #ImranHataoMulkBachao #goimrango Next Extensive Waste Country, Humra bhi hu sakta hai. Its already in top list. #ExtinctionRebellion ",0,0,25,148,0,0.0,0
@ChrisStewart717 traitor. #Utah can do better. Let’s start with finding candidates that aren’t traitors. #DrainTheSwamp #Election2020 #TrumpIsATraitor ,1,1,29,151,0,0.0,1
#ShameOnICC #CWC19 #INDvPAK  ICC: We are sorry to Tell all The Cricket Fans that there shall not be any cricket to be played on 16th at Manchester due to Rain. But we are looking to Remove Insignia Badges and Other Things which players wear But sorry no Correct Venue ,0,0,54,268,0,0.0,1
Here are the rules If #DhoniKeepsTheGlove:    1 Game: He looses 25% of his match fee  2 Games: He looses 50% of his match fee  3 games or more: He looses 75% of his match fee      Dhoni is a Millionaire he can afford to loose some peanuts for the pride of the country.     #IndiaWithDhoni ,0,0,63,289,0,0.0,0
"If you Chant Jai Shri Ram, you will be arrested.    If you support BJP, you will be killed.    If you make cartoon, you will be arrested.    If you fight for your rights, you will be stoned.    This is not Pakistan but West Bengal.    #SaveTheDoctors  #DoctorsFightBack   #SaveBengal",1,0,58,283,0,0.571,1
#CrookedTrump circles the# OANN drain    #TrumpIsATraitor,0,0,9,57,0,0.0,1
@GOPChairwoman @PressSec @realDonaldTrump Someone is trying reeeeally hard to get the @PressSec job. Lol    #TrumpIsATraitor #SHSLies #SHSLiesALot    #HappyJohnMcCainDay #Happy  #JohnMcCainDay,0,0,31,192,0,0.0,0
@TheRealOJ32 GOD has some 'getting even' to do with you too.  #MURDERER,0,0,16,71,0,0.0,0
"@MayaMajueran @obor_srilanka @Albawaba Once an alternative trade route network has been build under Red Chinese control, PRC will not depend on the historical network and can then attack it to harm those who do. #BRI #OBOR #BoycottChina #tradewar @realDonaldTrump",0,0,49,263,0,0.0,0
The unfinished task of #congressmuktbharat continues ,0,0,7,53,0,0.0,0
@CIAspygirl Good one. 😃👍🍻 #PresidentialEmbarrassment #FuckTrump #Resist,0,1,12,71,0,0.0,0
@thehill @realDonaldTrump already said 'clearly' he would  #TrumpIsATraitor,0,0,12,75,0,0.0,1
People who document evidence of violent extremism are being shut down in Youtube's crackdown on violent extremism #Resist #ResistTrump #FuckTrump ,0,0,24,146,0,0.0,0
@RealSkipBayless You are quite the #douchebag,1,1,8,45,0,0.0,1
@slwh What a #dickhead,1,0,6,22,0,0.0,1
Thanks MSD...Now the entire world knows about 'Balidan Insignia'    #IndiaWithDhoni #DhoniKeepTheGlove #BalidaanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove ,0,0,22,156,0,0.0,0
He is already starting this talk. We need to act now before we have no choice! #TrumpIsATraitor #LockHimUp #TrumpIsTheEnemyOfThePeople ,0,0,24,135,0,0.0,0
@JasonOverstreet @ewarren @ewarren ALL the way... to the @WhiteHouse 💥 #FUCKTRUMP,0,0,17,81,0,0.0,0
Nature and urban. Dancing together like in harmony. I think we ALL just learned something. Didn’t we. From not just nature. Not just urban. But from... the dance :) #rainbow #myafternoonwalk #dickhead  ,0,0,45,202,0,0.0,0
@realDonaldTrump Hard pass on anything you’d recommend. But I did order this one:    #FuckTrump,0,0,20,95,0,0.0,0
"@mrchrisjohn @YvonneGetcarter Like Trump, Bozo Johnson responds positively to sycophantic praise. #BorisJohnsonShouldNotBePM #GetTheToriesOut ",0,0,19,142,0,0.0,0
Trump asserts executive privilege over Census documents. THIS IS TOTAL FUCKING BULLSHIT!! Are there no limits to the power of this DICTATOR?! What are the grounds for the executive privilege? #FuckTrump  ,0,1,38,204,0,0.0,1
@SecPompeo #USAisTerrorists  #FakeNews  #WarCriminals  #FalseFlag  #Liars  #Iraq #WMD  #Lybia   #Syria  #Afghanistan #PoppyFields  #Venezuela   #Chile #Pinochet  #USRegimeChangeWars  #Washington threat to world peace  #StopArmingTerroristsAct  #OperationNorthwoods   #911InsideJob  #JFK   #FuckTrump,0,0,48,299,0,0.0,0
Couldn’t get around @SteveBuckwalter so @WindomChris decided to just flat out take him out. Nice move there bud #dickhead,1,0,25,121,0,0.0,0
Dear @ICC  pls concentrate on real issues. Don't make issues. @BCCI #ICCWC2019 #DhoniKeepsTheGlove  #Dhonikesaathdesh ,0,0,22,118,0,0.0,0
Trump Showed Us Three Different Times in the Past Week Why He Can’t Be Trusted With Sensitive Information #Resist #ResistTrump #FuckTrump ,0,0,26,138,0,0.0,0
Did some top DGP / ADGP refuse to head SIT to probe #IMAfraud?    Did police officials fear ruin of their career over probing 'political' leaders?    Did Muslims get betrayed by leaders they vote?     Siddaramaiah fans need a reality check. ,0,0,45,241,0,0.0,0
"What’s up, @The_OJSimpson32 ? Have you cut anyone’s head off today? #murderer",0,1,20,77,0,0.0,0
"Lol yep, GM sis.   I’m firm on my #FuckTrump campaign, the draft dodger has our nation on the ropes! ",0,1,26,101,0,0.0,0
"@rajeev_mp @msdhoni @adgpi @imVkohli @BCCI The best answer to @ICC activism.    Get 50,000 T-Shirts / Caps printed with the #BalidanBadge &amp; distribute among the spectators tomorrow. Flood the stadium with #BalidaanBadge.    #DhoniKeSaathDesh #Dhoni #DhoniKeepsTheGlove #ICCWorldCup2019  #IndiaStandsWithDhoni @virendersehwag",0,0,56,328,0,0.0,0
!!! !!! WE 'KNOW' YOU ARE A 'LOW-LIFE' - #MURDERER AND GUILTY-OF #KILLING #NICOLEBROWNSIMPSON AND #RONGOLDMAN ... AN #INNOCENT 'MAN' DOESN'T #RUN !!! !!! ///  #KILLER #KILLER #KILLER  #OJSimpson //////////////// ,0,1,52,212,0,0.0,0
@AndyBitterVT Wow what are they thinking??? Liberty &amp; Middle Tenn in the same season??? #murderer'srow,0,0,25,106,0,0.0,0
Donald Trump trails Joe Biden by double digits in new statewide Michigan poll - Detroit Free Press #FuckTrump ,0,0,19,110,0,0.0,0
Dear @ICC just improve your umpiring first then talk about this   #DhoniKeepsTheGlove  @BCCI ,0,0,16,93,0,0.0,0
The two unbeaten sides  India and new Zealand in #WorldCup2019 beaten by rain 😕😕  #ShameOnICC,0,0,17,93,0,0.0,0
India won the toss nd choose to bat first .  India paying with same playing 11   Hope ki 350 cross kre india aj..  #INDvAUS #CWC19  #DhoniKeepsTheGlove ,0,0,30,152,0,0.0,0
Manipur doctors to support all India strike on Monday  #Manipur #Imphal #IMA #NRS #OPD #IndianMedicalAssociation #DoctorsStrike #DoctorsFightBack #AIIMS     ,0,0,27,157,0,0.0,0
No weekend would be complete without some drilling hammering sawing and sanding from next door #dickhead,0,0,17,104,0,0.0,1
"Apparently, Kakoli Ghosh Dastidar thinks that Dr.Paribaha would not survive if the government did not pay. And your party is the one who is threatening his family. If you think you're powerful, you would not need to blackmail him.  SHAME ON YOU.  #SaveOurDoctors #DoctorsFightBack",1,0,53,280,0,0.0,0
Who's going to win today??  🇮🇳vs🇦🇺 #INDvAUS #INDvsAUS #CWC19 #cwc2019 #TeamIndia #CmonAussie  @BCCI @CricketAus #SundayThoughts #CricketWorldCup2019 #CricketMeriJaan #DhoniKeepsTheGlove #dhonigloves #ViratKohli #AaronFinch,0,0,39,222,0,0.0,0
@ABC @GStephanopoulos Beyond stupid. Cheetolini just wants to spend my taxes on a shiny new toy.  #FuckTrump,1,1,22,108,0,0.0,0
Trending of #ShameOnICC shows how much we are focussed over the real world needs.,0,0,16,81,0,0.0,0
#ShameOnICC: Indian Fans Unleash Their Wrath Upon ICC After Another World Cup Washout ,0,0,15,86,0,0.0,0
@TheRealOJ32 Awesome! Can you teach me how to murder someone with a knife? #murderer,1,0,18,84,0,0.0,1
"#Hangtilldeath #Rapist #Punishment if u think or want it, connect it.  Why Kathua Rapists are not eligible for this punishment??? — feeling hurt",0,1,31,144,0,0.0,0
"Today, is the 25th Anniversary of the Deaths of Nicole Brown &amp; Ronald Goldman — subscribe to this 10 part Podcast from Kim Goldman, Ron’s sister⁉️  #TeamSKM #WednesdayMotivation #ConfrontingOJ #Murderer #Killer #KimGoldman #Podcast #GreatMaterial... ",0,0,49,254,0,0.0,0
Such Bugs (like) #Didi are highly disruptive &amp; detrimental to the health of a functional #Democracy called India!     @Shehzad_Ind @amitmalviya @MamataOfficial #WestBengal #DoctorsStrike #DoctorsFightBack ,0,0,37,209,0,0.0,1
How to fuck your footie career before its even started #dickhead ,1,1,12,65,0,0.0,1
I will respect more then 100% before in Dhoni  #DhoniKeepsTheGlove #DhoniKeepBalidaanBadgeGlove   #mahendrasinghdhoni,0,0,16,117,0,0.0,0
@msdhoni is not on army duty while playing for #India He must not &amp; should not wear #ArmyInsignia during games  I support ICC decision for asking him NOT TO  #DhoniKeepsTheGlove,0,0,36,181,0,0.0,0
@BDUTT @msdhoni @adgpi One of a rare time to be agreed with you!   #DhoniKeepsTheGlove,0,0,19,86,0,0.0,0
Tory leadership candidates take part in press gallery hustings but Boris Johnson stays away   #ToryLeadershipContest  #BorisJohnsonShouldNotBePM ,0,0,18,145,0,0.0,0
I think  creaters taking tips from child's while making these grounds #ShameOnICC ,0,0,14,82,0,0.0,0
The dirty secrets of Boris Johnson’s seduction of Conservative MPs | Andrew Rawnsley | Opinion | The Guardian   #BorisJohnsonShouldNotBePM,0,0,22,138,0,0.0,0
@TheRealOJ32 @KrisJenner The best thing for you to do is shut your lying mouth. No one believes you are innocent of what you were accused of. You are an abuser who has gotten away with murder. Obviously you should have listened to @AlanDersh and live your life away from the public eye. #murderer,1,1,61,296,0,0.0,1
@DennisCricket_ Happy your brother day ! #terroristNationPakistan ,0,0,9,66,0,0.0,0
@BarryLowday    Whip out the beer cans and REVERSE it    #DICKHEAD,0,0,12,66,0,0.0,1
@BorisJohnson #FTAC liars.  #AndrewGilligan liar.  #TeamBoris liars.    #BorisJohnsonShouldNotBePM   #EVER  #whistleblowers need REAL protection not lip service from .@UKParliament     ,1,1,30,185,0,0.0,0
@realDonaldTrump     In the final year of Obama's presidency we had a GOP front-runner who received a glowing endorsement from the Ku Klux Klan.  And those people are hard to please.          #labamba #TrumpIsATraitor #TrumpIsADisgrace #StrongerTogether #FBR ,0,1,44,259,0,0.0,0
ICC Tournaments and Shikhar Dhawan : The love story continues.    #IndvAus #ICCWorldCup2019 #ICC #ICCCricketWorldCup2019 #ICCWC2019 #India #dhawan #IndiaWithDhoni #IndiaStandsWithDhoni #DhoniKeepsTheGlove,0,0,31,204,0,0.0,0
"@RealSkipBayless As usual ,  your wrong. #hack #douchebag",0,0,12,57,0,0.0,0
This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 ,0,0,50,278,0,0.0,0
Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor ,0,0,24,147,0,0.0,0
There was a time when @billmaher was the 'outside the box' in his thinking. It's a shame seeing what you have become since 2016. You are wrong about Biden and need to stop sounding like a whiny little bitch when talking about him.   #wheresbill #BillMaher #FuckTrump #2020Election,1,1,57,280,1,0.0,1
Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden ,0,0,61,280,0,0.0,0
No any individual message or logo to be displayed on any items of clothing or equipment - #ICC  #CWC19  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  ,0,0,25,145,0,0.0,0
LEADERSHIP CONTEST    If I were Boris I'd l steer clear. Let the BBC suck these neverwozzers into slagging each other off on TV &amp; turning it into a media circus. It's what they're good at.  #BorisJohnsonShouldNotBePM  #leadershiphustings ,1,1,47,242,0,0.0,1
"@DrNajeeb sir, please can you support us on our movement condemning the attacks on doctors and convincing government to bring stringent laws against such assaults in India.  Your message will be helpful!  #savedoctors #DoctorsFightBack",0,0,40,235,0,0.0,0
@realDonaldTrump Market crash or cultural death of America?  I choose taking my chances with a market crash!  You are obviously in a panic 18 months ahead of the election! Bad place to be so early!  #Trump #Trump2020 #MAGA #TrumpIsATraitor,0,1,48,239,0,0.0,0
"@ICC should have so many better options to stop rain 😁 ,But they are not willing to doing anything.#ShameOnICC ",0,0,23,111,0,0.0,0
Trump Is Urged to Fire Kellyanne Conway for Hatch Act Violations #Resist #ResistTrump #FuckTrump ,0,0,17,97,0,0.0,0
"Smdh, #Resist #DitchMitch #DitchMitch2020 #fucktrump #VoteBlue2020 #VoteBlueNoMatterWho  EPA Air Chief Gave Presentation At Fringe Climate Denier Event, New Emails Show  ",1,0,28,170,0,0.0,0
"#DoctorsFightBack | Understand the Doctor-Patient relationship. We don't differ treatment for any community. We have a charter of a few demands. If the demands are met, we'll call it off in 5 mins: Dr Priyanshu  Sr Resident representative, Resident Doctors Association, AIIMS",0,0,52,275,0,0.0,0
 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM,0,0,24,129,0,0.0,0
The uniforms of all countries are somehow connected to the Nation and it must be and same love and salutes express this symbol so. #DhoniKeepsTheGlove,0,0,27,150,0,0.0,0
Dear @ICC too much hypocrisy  Humble request to fellow Indian  Supporters who is going to watch upcoming matches in stadium take #BalidaanBadge insignia with you especially #IndvPak match held on16th June. #DhoniKeepsTheGlove #CWC19 #bycotticc,0,0,41,243,0,0.0,0
@DevinCow @TheRealOJ32 Blocked him. #MURDERER,0,0,9,45,0,0.0,0
I think @ICC should focus on uphelding sports man sprit  rather than @msdhoni gloves. @BCCI #supportdhoni  #DhoniKeepsTheGlove,0,0,23,126,0,0.0,0
"@realDonaldTrump @FoxNews No we still want you impeached, just because I didnt show up to rally! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon",1,1,28,155,0,0.0,0
@GableSteveson I hope u get gang banged if prison have a nice life thank god I didn’t get a picture with u #rapist,1,1,27,114,0,0.0,1
"#DhoniKeepsTheGlove if having the army Insignia is political issue and not an Indian military respect then #sheldonCottrell should also be banned from his army celebration what, say #ICCWorldCup2019",0,0,32,198,0,0.0,0
How @realDonaldTrump supporters are made. #TrumpTantrum #TrumpLiesMatter #TrumpIsACriminal #TrumpIsATraitor ,0,0,15,108,0,0.0,1
"@bethreinhard @leahmcelrath 2nd Amendment rights if never before now. A convicted #Rapist criminal shows up at your front door to take your child, I don’t think so #Alabama!",1,1,37,173,0,0.0,0
#SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂😂 ,0,0,28,184,0,0.0,0
@realDonaldTrump @nytimes I would love to own a company that is 'failing' so badly   lol   trump wouldn't know a thriving company  because he has never owned one! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon,1,1,40,221,0,0.0,0
"Yet again they bring another controversy, leaving the poor umpiring of the cricket game. #icc should focus on improving standards of umpiring rather than what's present on #dhoni gloves. #DhoniKeepsTheGlove",0,0,37,206,0,0.0,0
@BettyBowers @realDonaldTrump Market crash coming sooner.  Right during 2020 election.  Sorry but #TrumpTaxScam won't prop up Wall Street thru the election.  You and @GOP will be held accountable by your own voters!  Wish Obama was back to clean up your $hit!  #ImpeachTrumpNow #TrumpIsATraitor #Resist ,0,1,58,303,0,0.0,0
@psarkar2111 We need correct action from doctor how fast they are resigned that much fast they need to work hard to save the people public have eyes they are watching and they are fighting it mass thread to puplic #DoctorsFightBack #doctors #DoctorsProtest,0,0,46,256,0,0.0,0
What is stopping Modi Govt To Impose president Rule In West Bengal #doctorsfightback @MamataOfficial #MamataBanarjee @AmitShah,0,0,20,126,0,0.0,0
"Hey ...Michael “Dog Killer”Heseltine, what do you think about #BorisJohnson #BorisJohnsonShouldNotBePM ",0,0,18,103,0,0.0,1
"I’d like to challenge this #douchebag to say this to my face or any member of the #LGBTQ+ community’s face. My guess, he doesn’t have the balls. Lots of big talk for someone preaching to his own #Deplorable followers: ",1,1,52,218,0,0.0,1
#democracy &amp; #freedom should never be taken for granted    They're not free    DEMOCRACY &amp; FREEDOM ARE PRICELESS &amp; REQUIRE PROTECTION    #Trump #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #GOPCoverUp #TrumpCrimeSyndicate #resisters #ResistersForum #FBRParty #BlueWave #ResistanceUnited ,0,0,49,299,0,0.0,1
#ShameOnICC @cricketworldcup @ICC .. wrost world cup 😪,0,0,11,54,0,0.0,0
@TheRealOJ32 You or your children NEVER want to talk about the “killings” again. 🤔 So you don’t care to find the killers? You don’t want to protect others from this mass murderer still on the loose? 🤣😂🤣😂🤦‍♂️ You aren’t going to like your next venture. #murderer,1,1,60,261,0,0.0,0
"Happy #JohnMCainDay ! A true #hero! Also, #FuckTrump 🤘 ",0,0,14,55,0,0.0,0
@republic #DhoniKeepsTheGlove #DhoniKeepTheGloves  @ICC @ICCMediaComms go to hell ICC... we are not giving away anything !! Ask pakistan team to stop praying namaz on field first !! @BCCI have some guts and back bone and stand up against this hypocrasy to ICC @sudhirchaudhary @ZeeNews,1,1,55,285,0,0.0,1
Trump admin's case for census question is bogus #Resist #ResistTrump #FuckTrump ,0,0,15,80,0,0.0,1
#TraitorTrump Admits He Would Commit A Felony To Win The 2020 Election #TrumpIsATraitor #VoteBlue2020  ,0,1,17,103,0,0.0,1
Trump shitting on McCain post mortem is about the scummiest thing I can think of.  #whatadouche #democratsneedtogetheirshittogether #fucktrump,1,1,22,142,0,0.0,1
@esneet4113 @POTUS #drrandellwilliams. Someone get him some water from North Carolina and force down his throat. #pervert #murderer,1,1,25,131,0,0.0,1
#ShameOnICC what a bunch of useless people working for @ICC. The whole frenzy of World Cup is ruined. Who elect these suckers,1,1,26,125,0,0.0,1
@atrupar Pompeo is the ultimate sycophantic toad. #MikePompeo #TrumpIsATraitor,1,1,13,78,0,0.0,1
Double standard of icc  #DhoniKeepTheGlove   #nationsiswithdhoni  #shameonicc ,0,0,10,78,0,0.0,0
"Trump probably didn’t tell McGahn literally to  fire Mueller.  He would have given the code word that he wanted it done, or speak to someone else about doing it - the typical MAFIA way. Just as bad.   #TrumpIsATraitor #TrumpsWorseThanNixon #TrumpMustResign #McGahn",1,0,51,264,0,0.0,0
"@NoRemainNoGain The same people would want Johnson as PM. One message: get us out of the EU. They don't mind racists, liars, misogynists, tax cuts, xenophobes etc. because that's what they believe in too.   Johnson/ Farage is brexit on any terms for these voters.     #BorisJohnsonShouldNotBePM",1,1,59,294,0,0.0,1
@bhogleharsha @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown ,0,0,54,291,0,0.0,1
"Is it just me, or have others acted in good conscience by blocking O.J. Simpson?  #MURDERER #scumbag",0,0,22,100,0,0.0,1
"@realDonaldTrump Sure, the 1% would never have had their pockets bulge without #TraitorInChief around. Great job #DerangedDonald     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",0,0,35,236,0,0.0,1
"@JohnnyMercerUK 'Look at his record in London..' We have Johnny, and it's atrocious.   #BorisJohnsonShouldNotBePM",0,1,21,113,0,0.0,1
"Happily Queen dahlingsss #JohnMcCainDayJune14th #fucktrump make his day hellsss, Living🔥H🔥E🔥L🔥L🔥S🔥S🔥S🔥 ",1,1,13,103,0,0.0,1
"@mshafiquk Cut the word racist out , it's old,  used and has no meaning any more #dickhead",1,1,21,90,0,0.0,1
"@realDonaldTrump The only person talking about Sec Clinton is you. Fact is you are the failed businessman, you are the guy who broke laws, you are the one going to jail. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump",1,1,48,271,0,0.0,0
"America is now in the unthinkable position that @POTUS is a     #NationalSecurityThreat     🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸  WHERE ARE YOU, @SenateGOP ⁉️     #TrumpCriminalInvestigations   #TrumpIsATraitor   #TrumpRussia     ",0,0,28,208,0,0.0,1
Waiting for the sisters. With pixie vibes I feel 🧚✨  #selfie #dickhead #saturday #pixie #vibes #playingapixiesoonainti #actor #sisters #redlipstick #blondeambition ,0,0,31,164,0,0.0,1
Johnson  'He is Wodehouse’s style without Wodehouse’s plot; the well-polished novel without a theme.'  #borisjohnson    #BorisJohnsonShouldNotBePM ,0,0,25,147,0,0.0,1
