ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label,id
5621,@USER @USER @USER @USER I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.,0.14780102119088886,0.09334687851957546,0,0,38,169,0,0.0,0,97852
5628,@USER yeah he had to go back to the faerie world to handle shit there,0.8727275067494142,0.9430860572862126,1,1,16,69,0,0.0,1,52021
5631,@USER knew it was a lie can see you laughing to yourself as you was writing it... you are way too engrossed in Thames yourself that you will be playing it right up until #FM19 beta comes out :'),0.6514172346725116,0.4241361740969624,1,0,44,194,0,0.0,0,73745
5632,"#TuesdayThoughts The White men"". Anyone else tired of identity politics?  And see how women are the victim by the liberals. Go vote @USER Aren't you tired of getting bashed?""",0.26369419114461246,0.5160772194438558,0,1,38,174,0,0.0,0,32817
5641,@USER do you have any other recourse? This is so wrong on so many levels. Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received. Liberals are full of hate and discontent and unfortunately there are more of them than us. Idiots. URL,0.7654180546924174,0.7938261162119121,1,1,60,281,0,0.0,1,65285
5645,"@USER sex games will make you feel like you're actully having sex or, as ign would describe it it really makes you feel like you're fucking some whore in an alleyway""""",0.8042137827083172,0.9333093454842047,1,1,37,167,0,0.0,1,72446
5649,@USER @USER @USER @USER ☝️What “Trumptards” will be doing to dirty liberals in November.   I was patient at first but now it’s clear the left has absolutely zero intention of playing by the rules. I hope President Trump CRUSHES your joke of a party under the fullest extent of the law.,0.26269995088618453,0.5136379737969569,0,1,62,285,0,0.0,1,97272
5653,@USER If he did wouldn’t this be the sort of thing Liberals love? Don’t they hate all law enforcement?,0.4057430324557458,0.3284486529942198,0,0,26,102,0,0.556,0,84520
5658,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as fuck. I almost passed on it but he smoked a j with me and it's fuckin fire. Wish we could share a bowl my brother ✌️💚,0.8910549527982959,0.9050708850938213,1,1,85,301,0,0.0,1,37633
5665,@USER Be careful.. you know the terrorist arm of the @USER antifa is going to show up an try something..,0.4520974454661647,0.30694237442678696,0,0,24,104,0,0.0,0,77156
5677,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,0.15674922105872993,0.06810237112871707,0,0,16,84,0,0.0,0,65289
5679,@USER ...Not too old to stand up and yell when she is out of order....Guess she gets what’s coming to her like everyone else.,0.11338310085525113,0.13551784384081103,0,0,31,125,0,0.0,0,51304
5681,98% of all mass shootings occur in gun free zones. Our cities with the highest gun crimes and murders are the cities with the most strict gun control laws. YOUR idea of disarming everyone doesn’t work because CRIMINALS DON’T OBEY LAWS and see easy unarmed prey. URL,0.38821205955118476,0.5891698559323733,0,1,55,265,0,0.0,0,19066
5684,@USER The Dems are campaigning on medicare-for-all and gun control. How are those falsehoods?,0.24454337208311558,0.44907172805195633,0,0,17,93,0,0.0,0,23219
5686,@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s ass since Nov. of 2015 and she is doing awesome!,0.8310745092962394,0.8213309063679683,1,1,54,226,0,0.0,0,62243
5690,@USER + constantly reminded of how blessed she is.,0.05028397588250874,0.030014924689384038,0,0,11,50,0,0.0,0,65755
5701,@USER That never would happen had not they are taking notes from American Liberals,0.07800789921445879,0.048450960470269984,0,0,15,82,0,0.0,0,56589
5703,@USER @USER that explains it then: she is an alien! LOL,0.7214979862031085,0.8164063773658039,1,1,15,55,0,0.0,0,83076
5707,@USER You are a big blot on the dharmic Kashmiri Pandits community. In the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans  hinduphobia.,0.8093889972046412,0.6564655924986162,1,1,37,194,0,0.0,1,47251
5719,16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.,0.4854319808524626,0.43814275999973396,0,0,19,99,0,0.0,0,50301
5721,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,0.3520625394332183,0.2769837903020585,0,0,46,218,0,0.0,1,40154
5723,@USER @USER @USER Silly rabbit 🐇 laws and rules aren’t for liberals.,0.14903529447863062,0.7603838595945502,0,1,18,68,0,0.0,1,46158
5742,@USER @USER He is doing a better job than I could do #18n18,0.06828853752779206,0.03879259098578704,0,0,16,59,0,0.0,0,65656
5745,"@USER @USER @USER @USER Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸""",0.3035769331165793,0.285123077594396,0,0,71,297,0,0.0,1,37835
5747,@USER The real #Antifa,0.21592885546192567,0.04484790343329438,0,0,6,22,0,0.0,0,45222
5751,@USER A bunch of overpaid liberals whining about how horrible everything is. They should get together with NFL players and try getting a real job. Zero interest in them giving their friends pointless awards.,0.7965695446101134,0.8518912048482132,1,1,38,207,0,0.0,1,99060
5753,@USER Remind me of Antifa ratbags.,0.6927719050288489,0.8399966464760357,1,1,8,34,0,0.0,1,75929
5759,@USER Some antifa types might even show: sort of like a mini-G8 donybrooke then?😎,0.12830653505725068,0.05005130611855734,0,0,18,81,0,0.0,0,14590
5767,@USER Then why are you on my page? Why don't you stick with your merry trump mates if you think you can get a rise out of me you are sadly mistaken about that and other things,0.20553529639783152,0.07389651515340372,0,0,40,175,0,0.0,0,13111
5774,@USER He is coming to PurpleUmpkin where he becomes one of the Murples. I will send him a ticket to travel. God speed!,0.0945940300005814,0.029844803645048663,0,0,27,118,0,0.0,0,36912
5776,@USER Aww... he is such a busy monster.,0.8587185839992991,0.929183798137365,1,1,11,39,0,0.0,1,62496
5778,@USER They had sex he kicked to the curb. Melania in the white house she is still on the pole. Big memoir,0.5011291484711025,0.7912570894068022,1,1,25,105,0,0.0,0,21990
5786,"@USER It's amusing and sickening to watch these scientists"" twist themselves into knots to justify their gun control agenda. #gunsense is dishonest, through and through.""",0.8046746625595513,0.6832081607219911,1,1,33,170,0,0.0,1,33301
5788,@USER @USER At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse shit show since lol,0.8794059213635723,0.9337335765614548,1,1,36,165,0,0.0,1,34521
5789,@USER @USER @USER It seems to me that she is the one that has no real idea what she went through or whether or not she actually went through anything negative involving Judge Kavanaugh. Her recollections are vague at best with absolutely zero corroboration. You are supporting a dangerous precedent,0.13217813626743652,0.2093888372663641,0,0,55,298,0,0.0,0,25067
5790,@USER bitch my life was flashing before my eyes,0.9149389635018825,0.9372682343761112,1,1,10,47,1,0.0,1,56638
5791,"@USER Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular.""",0.694173110830852,0.5490777667819097,1,1,48,280,0,0.0,1,47621
5794,@USER many thanks to Karel in banquet services - he is treating our ONA student newsroom team sooooo well. We really appreciate the whole team!,0.05028397588250874,0.0345210609671482,0,0,28,143,0,0.0,0,51766
5796,@USER HE is disrespecting the office. You are standing up to say that is unacceptable.,0.7018152707906092,0.6367202578743494,1,1,18,86,0,0.0,0,56325
5804,@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING,0.11221037236225713,0.06036300615487025,0,0,27,112,0,0.0,1,55816
5805,@USER @USER @USER ... those are conservative values? Last time I checked those were more descriptive of liberals than conservatives,0.1850618880446084,0.04497356867286919,0,0,24,131,0,0.0,0,21072
5814,@USER When they’re reviewing plays he is insufferable,0.8575892974712778,0.9011404469411316,1,1,11,53,0,0.0,0,29658
5818,@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???,0.15739570810405196,0.1484788225903012,0,0,63,257,0,0.0,1,75669
5823,@USER @USER @USER @USER @USER Sorry and yes you are very wrong as most people who don’t read the science behind the generation and subsidies are. My page is a good place to start but reading 10-20 books on the subject will get you some excellent schooling. Very complex.,0.2907794317601571,0.07429850879485247,0,0,59,270,0,0.0,0,59510
5827,@USER He is BAFOONICUS !,0.07349652382219302,0.036151937582869116,0,0,6,24,0,0.0,1,93071
5830,@USER @USER Being paid no doubt,0.10039249639349318,0.04107588924639073,0,0,8,31,0,0.0,0,49447
5831,@USER @USER @USER @USER @USER He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,0.6357738311674455,0.9108630617274583,1,1,37,144,0,0.0,1,46216
5845,@USER Hillary and logic? Talk about your classic oxymoron! Professor sounds like he should be teaching Poly Sci at Evergreet College!,0.569867612324921,0.589428367229458,1,1,25,133,0,0.0,0,42872
5847,@USER This information is out there and should be fully investigated and considered before he gets a life time High Court appointment.   Conservatives refused to even give Obama’s person a hearing so please stop acting like they play above board while everyone else goes low.,0.1989186737487536,0.09704755697933024,0,0,50,275,0,0.0,1,24288
5848,#MorningJoe the closer it gets to monday the louder the liberals will squeal.,0.2771794029769513,0.1273267385739399,0,0,15,77,0,0.0,0,13930
5849,@USER @USER Long time prisoners will also have a hard time while he is there.,0.14205327480974442,0.1716852340283711,0,0,18,77,0,0.0,0,68792
5,@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his ass.,0.9671630439727549,0.8651101636647726,1,1,44,211,0,0.0,1,65691
12,@USER @USER @USER don’t perpetuate colonialism. If you are going to talk about #puertorico you must have Puerto Ricans in the panel! Jeezuz.fucking.christ! How difficult can that be? #diásporaenresistencia URL,0.7519215031494945,0.8772140667972174,1,1,41,209,0,0.0,0,63262
15,20180917: Don Pittis CBC: Is the People's Party of Canada liberal? It depends on the definition URL,0.13117322376181564,0.1716852340283711,0,0,21,99,0,0.0,0,36557
31,@USER 🤦🏾‍♀️ she’s dead ass serious too. Smdh,0.973894084658676,0.8850863166532958,1,1,12,44,0,0.0,0,92488
33,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER More people scared of what the Liberals will think and say about them. This is rampant around conservatives.  The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets.,0.20545557615354904,0.1386366245205266,0,0,143,547,0,0.0,0,83999
35,@USER @USER @USER Not by the tea leaves you use by simple logic. You know that thing that comes from common sense.  Right no you don't know.  Winning Deplorables MAGA God Bless you.,0.2627472409027011,0.2254166158350767,0,0,41,181,0,0.0,0,13020
41,@USER @USER Gail has dropped far if she is going after actors like Rob to deal with the frustration of being a has-been...,0.12210386546882639,0.1763876812923297,0,0,26,122,0,0.0,1,73170
45,@USER @USER I still can't believe that you are 51 years old and yes your mom gave you some great genes,0.07081620186263493,0.15559099407709326,0,0,24,102,0,0.0,0,52729
53,@USER He is 💪💪💪,0.09877258875237435,0.0773084175552688,0,0,5,15,0,0.0,0,65036
57,.@USER @USER @USER @USER @USER @USER @USER  We did a great job of electing @USER and a terrible job of who we sent to congress to support him   Conservatives left frustrated as Congress passes big spending bills URL,0.1043859894582539,0.3448294349357661,0,0,47,215,0,0.0,0,46107
66,@USER Also he supports antifa,0.0631926854420371,0.16138631118616517,0,0,6,29,0,0.0,0,86961
67,@USER @USER #Westminster @USER #Tories @USER @USER @USER @USER Absolutely pathetic #appeasement 😠😠😠,0.6708643915572243,0.8631610820984377,1,1,23,99,0,0.0,1,99630
69,@USER Drill baby drill,0.16749083115888255,0.25827921553026645,0,0,5,22,0,0.0,0,88011
78,@USER @USER OMG!!! She is perfect!!!!!,0.057652238087801344,0.13217813626743652,0,0,16,38,0,0.0,0,32699
84,@USER Like ANTIFA.,0.18513553901049573,0.11431907828351028,0,0,5,18,0,0.0,0,92076
87,@USER @USER trump may not be the one who started this mess but he can stop it. If he doesn't he is part of the problem.,0.5573635027507514,0.25497246376375754,1,0,31,119,0,0.0,1,95600
90,@USER Hate mongering is No solution for NFL KNEELERS - change up your playbook losers,0.8814619318698963,0.7361635775325547,1,1,16,85,0,0.0,1,42031
98,@USER @USER Omg!!! A good guy is now evil!!!! Same thing happening is America!!! The Globalist world leaders with all their money would have us believe what is evil is good and what is good is evil!! I’ve read that in the good book!!  For the end time!!!!,0.6905069142479023,0.6109468369611946,1,1,70,255,0,0.0,1,99111
123,Democrat can't even compete w @USER #MAGA URL,0.14175599046041915,0.18750433803349853,0,0,11,45,0,0.0,1,13566
125,@USER Djt &amp; Gop- MAGA. Only for old scared white men again. Making women property again.,0.6742113813413031,0.6303436615712043,1,1,22,92,0,0.0,1,25384
126,@USER @USER She is just spewing sh*t Bernie's robot what a lie they will say &amp; do anything and what she is going to do for district 14 not a da*n thing Socialism don't work that way they suck all up.,0.9052804374665036,0.828314765971629,1,1,52,203,0,0.0,1,86962
128,"@USER Ya  Obama on trade  2-YEARS AGO:  Trump is just NOT TELLING THE TRUTH""  ""How STUPID could our leaders be"" Trump  God bless Trump! #MAGA #KAG .. (Full Link+Trump's ANSWER URL",0.14098548152782373,0.26024843085203525,0,0,41,179,0,0.0,1,46159
129,@USER He won't live long now,0.14414885303274058,0.11260009974533915,0,0,8,28,0,0.0,0,25847
140,5 of 5 stars to You Are a Badass by Jen Sincero URL,0.10194652082730637,0.8446013635842063,0,1,13,51,0,0.0,0,43158
152,@USER And dying a slow death such a shame,0.6215696236916938,0.7797414241457554,1,1,10,41,0,0.0,1,26430
153,@USER @USER he is on the island dummy,0.27304101307269646,0.7656809698902329,0,1,10,37,0,0.0,0,29507
155,"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites @USER how do sleep at night?""",0.3579742212740881,0.38858902391955225,0,0,58,254,0,0.0,1,41272
166,@USER Don’t care. Let them (NFL) die on the field kneeling,0.4718924571195422,0.39773370676722364,0,0,17,58,0,0.0,1,91845
170,"@USER The touch makes him stiffen, hips pressing into that touch... I'm not a fair maiden to win and carry home, Barnes. I /bite/."" And yet, he is merely holding on, no longer unaccustomed to such man handling...""",0.19845223970619352,0.3279372804493912,0,0,50,213,0,0.0,0,66701
171,@USER @USER @USER He is an incredible leader and a true hero. Thank you Chef. @USER,0.06267437168835181,0.1273267385739399,0,0,22,83,0,0.0,0,75221
174,@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS,0.21436230766344289,0.281603126620599,0,0,15,80,0,0.0,1,90586
176,@USER she is and tea is she used to be in the program oop,0.055668927124544146,0.10922977561625932,0,0,15,57,0,0.0,0,43956
177,@USER u never talk to me shut up[,0.5013427702094095,0.433711614533065,1,0,10,33,0,0.0,1,37239
178,@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,0.645091962993643,0.8816149031928325,1,1,36,155,0,0.0,1,29016
187,@USER @USER I SHITTED/SHAT YTD AND LOST 0.6KG CAN U BELIEVE IT,0.19436781101874467,0.2579052299806476,0,0,14,62,0,0.0,1,89384
189,"1) This argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. Kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school.""""",0.14438997749831523,0.37616468517528934,0,0,57,283,0,0.0,0,63308
197,@USER @USER found out the name but I forgot.,0.08100938205623331,0.1292927541518349,0,0,12,44,0,0.0,1,95720
200,@USER Conservatives *lied*!?!  About their virtues?  This is my shocked face.,0.28214673879824564,0.28746767841066756,0,0,19,77,0,0.0,0,25212
205,@USER He always shows dedication at what he does no wonder he is the best URL,0.04594820734917413,0.11436852618181244,0,0,17,77,0,0.0,0,62815
206,#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers #OutOfTheEU @USER #EU #Brussels #Remoaners #Remainers #Quislings #FBPE #Non-Patriots #Anti-UK #Pro-EU #Traitors #snowflakes #bedwetters #LeftieLuvvieLiberals 😂😂😂😂 URL,0.16626888385344782,0.17518502226898364,0,0,49,234,0,0.0,0,11944
217,@USER BOYCOTT THE ANTI AMERICAN NFL. Football ain't all that anyway.,0.24917309122731443,0.5584624502980897,0,1,15,68,0,0.0,0,50586
233,@USER You are that mean ass cousin we all hate lol,0.9729080960502158,0.8746672243357356,1,1,12,50,0,0.0,1,30093
238,@USER @USER @USER @USER @USER @USER &gt;comparing Antifa weaklings to WWII soldiers,0.2459895471200875,0.1892212676782101,0,0,21,83,0,0.0,1,49736
251,@USER @USER is gross,0.9252974871333466,0.20032291806910996,1,0,6,20,0,0.0,1,59912
255,@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,0.5381338104068217,0.6495230445760011,1,1,27,106,0,0.0,1,10142
267,@USER It's SOP for conservatives defend every Republican fully no matter the seriousness of the charge or evidence.  Demand every Democrat resign no matter what.,0.10502680874233815,0.30740999417929926,0,0,29,161,0,0.0,0,47156
268,@USER Hatred of the man makes people like this fool say things like this. Not reality.,0.867765844357841,0.8310059485710378,1,1,19,86,0,0.0,1,48081
279,@USER yes he is the man 18N18,0.06181932310816361,0.2494015374419807,0,0,8,29,0,0.0,0,44061
281,@USER Blocked,0.16224725549485666,0.14940723067340794,0,0,3,13,0,0.0,0,84515
287,@USER Did the view just exposed crooked Hillary through Omarosa? 😂😂🤣🤣,0.10221505672713216,0.7693402846595081,0,1,13,69,0,0.0,0,38990
301,@USER FOLLOW THE MONEY 💰 MONEY 💴 MONEY 💵,0.19767667933416022,0.1594790416277759,0,0,10,40,0,0.0,0,52350
312,@USER We didn’t lie! He is a fan tho!🤣🤣🤣,0.04629190110384034,0.2161769619577029,0,0,15,40,0,0.0,0,91540
325,@USER @USER @USER Glad to hear it Jacob!  When?  @USER,0.09203286011100993,0.08858347458109529,0,0,16,54,0,0.0,0,98855
330,"@USER @USER ATTENTION. @USER is publicizing the names of Trump supporters on his Twitter Account on Lists"". Some names are high profile and some are just random Trump supporters.  The list is a ANTIFA TARGET LIST. Please help report him. Twitter needs to SUSPEND HIS ACCOUNT.,""",0.15863000507032132,0.14804719803168948,0,0,57,277,0,0.0,0,44822
344,@USER @USER @USER Please can I have some of whatever it is you’ve been smoking?  Thats some top quality shit you’re coming out with.,0.9721515493660481,0.8754146930391172,1,1,33,132,0,0.0,1,63536
347,@USER had more substantial rape charges against him that were never investigated. #AnitaHill saying Judge Kavanaugh has burden — turning US Law of innocent until proven guilty on its head. #Conservatives and @USER must put an end to this side show now. @USER has come unglued,0.4484715583094861,0.3694856927181857,0,0,54,275,0,0.0,0,20868
349,@USER It doesn’t go far enough. Jr. You are going to jail....treason....,0.6894363166356597,0.4953614612025339,1,0,19,72,0,0.0,1,29462
351,@USER His ego gets in the way. He is not a great coach. Good but not great. There are several coaches that could win with the talent at Auburn.,0.10185714793155129,0.24023944927940896,0,0,34,143,0,0.0,0,77890
353,@USER These bitches on my brain,0.9778199607534112,0.855489334591621,1,1,7,31,1,0.0,1,21478
358,@USER now we know tesco's stance on gun control,0.16701477911902912,0.23484506502562155,0,0,11,47,0,0.0,0,48639
361,"Chris Christie: Kavanaugh Allegations 'Extraordinarily Unfair'""  URL #TCOT #MAGA #RedNationRising""",0.17945864334950326,0.25720496004558285,0,0,17,98,0,0.0,0,41560
367,@USER From the liberal media.....Yea...we should put all our trust in them.... haven’t told a single good thing he has done....and there are a lot of them...,0.13375429875733308,0.25706505531521673,0,0,38,157,0,0.0,0,63857
373,@USER Didn’t she also say “ Trump will never be president take it to the bank”,0.13000903186091212,0.19938593137605543,0,0,20,78,0,0.0,0,18540
375,@USER what the fuck...,0.9429811330298921,0.8731066714994528,1,1,6,22,0,0.0,1,54620
383,@USER #Trump gifted the 1% with #GOPTaxScam the biggest wealth grab in modern history URL yet #trump supporter #dopes prefer to vote against their best interests so perhaps you cannot fix stupid!  #MAGA🇺🇸,0.9321451189776192,0.8132384063738428,1,1,42,204,0,0.0,1,52432
384,"Judge Dismisses Lawsuit of Berkeley Student Injured at Protest of Yiannopoulos Event""  URL #TCOT #MAGA #RedNationRising""",0.2142800871458198,0.22550188310785374,0,0,21,120,0,0.0,0,80773
394,@USER Amazing that the Dems are always the ones who hear the whistle.,0.11201595092000365,0.2755194131298318,0,0,15,69,0,0.0,1,27207
396,@USER @USER The one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life. Instead of hand outs maybe they should teach a better way.,0.4949342553698815,0.4393263479925846,0,0,52,260,0,0.0,1,21905
401,"@USER @USER I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you"" to the Sith on Alderaan. He was a good Master.""",0.15424856349525073,0.36928664728825245,0,0,52,206,0,0.0,0,20663
402,@USER  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @USER #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating URL,0.7816641373754407,0.6774740169356274,1,1,38,208,0,0.0,1,42212
421,"@USER Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years.""""",0.11631156751680652,0.2948744557510394,0,0,27,117,0,0.0,0,58516
424,"@USER @USER Look at Sweden, France, UK, Europe is changing. EUROPE WILL BE A MUSLIM CONTINENT BY 2050. Please watch the YouTube video title  MUSLIM DEMOGRAPHICS "" , YOU WILL BE SCARED TO DEATH, unless you are a Muslim or love Islam. Mind u, I'm an African in America.""",0.13201019883823453,0.35902697607253514,0,0,62,268,0,0.0,1,50482
427,You can draw a straight line btwn ppl who think:  @USER is truthful MSM lies #Kavanaugh is treated unfairly #CodyWilson was set up Zimmerman was right A wall is good Refugees are terrorists #BlackLivesMatter is racist Reverse racism is real Kap is disrespectful #MAGA,0.762689296708277,0.7702056283462049,1,1,50,267,0,0.0,1,69245
436,@USER Anarchist Nefarious Treason Invading Free America = ANTIFA.,0.1965176254279632,0.30043761564771476,0,0,11,65,0,0.0,1,53564
438,@USER aaaaaaaaa that’s so exciting!!! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie,0.15228420661008754,0.862930226964697,0,1,61,259,0,0.0,1,43202
451,@USER @USER We had a Peoples Vote on 23 June 2016. The people rejected the craven @USER worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp; @USER 2017 GE manifesto &amp; supporting Soros in undermining democracy instead,0.19269122361985155,0.4929661622949251,0,0,61,282,0,0.0,0,87206
452,@USER So is it time for each of us to tell about wild times we had in high school and college???  Liberals are such jackasses.  Let he who is perfect cast the first stone....will never be a liberal,0.9608783531246671,0.8631610820984377,1,1,45,197,0,0.0,0,79385
453,@USER He'll be in the loony bin by then !!!!!!!!!,0.6719820036181331,0.7992073525392335,1,1,20,49,0,0.0,0,76483
454,@USER @USER @USER @USER @USER @USER @USER But do you speak up?  Trump and his family have become a punching bag for the left.  And this is the best we have done in a very long time.  I left the party after ANTIFA jumped in ...also they almost elected Hillary.  Hillary!! 😳,0.1728689022873316,0.23519620938297625,0,0,66,272,0,0.0,0,13533
461,Are all the republiKlan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning #Ernie &amp; #Bert dolls? #ernieandbert #SesameStreet #Toad #MarioKart #TraitorTrump #traitortoad,0.835416411462251,0.6760854755807713,1,1,42,221,0,0.0,1,26379
462,@USER @USER Thank you @USER,0.11250255724398238,0.07744785259717185,0,0,8,27,0,0.0,0,91115
463,@USER I’ve always seen myself as a classical Liberaltarian. . . . . I’ll only eat the freshest Classical liberals...,0.08225394475770914,0.2414893897151909,0,0,27,116,0,0.0,0,43348
470,@USER @USER Ha! Ha! Don’t forget: Too soon to talk about gun control.,0.15127839928887876,0.19042274573408582,0,0,21,69,0,0.0,0,27298
473,@USER @USER Only if the self-serving @USER don't stand and reject Mrs May's de facto #remain surrender.  Now begone with that insurgent hashtag.,0.1678997379500831,0.43065609528495086,0,0,31,144,0,0.0,0,26033
501,@USER @USER Fuck those terrorists in the ass!,0.9751782124242404,0.8880811493694436,1,1,11,45,0,0.0,1,15130
504,@USER No it’s not.,0.13793839879751316,0.10557884359159043,0,0,8,18,0,0.0,0,62887
513,@USER @USER @USER @USER @USER He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.,0.5177232844281681,0.31158394255640176,1,0,68,300,0,0.0,0,22717
514,@USER But we'll make it through this dark patch. History won't repeat itself. The evil of anti-Semitism can't count on the indifference and complicity that once killed millions. The good people of the UK and Europe will stand up for each other. You are important here. 2/2,0.26942170166396556,0.5014667468913034,0,1,56,272,0,0.0,0,67075
519,@USER You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to 2020.  MAGA  Our forefathers would want us to save our Country.,0.21821088940267402,0.2550652295024644,0,0,44,211,0,0.0,0,36761
521,@USER @USER @USER @USER @USER @USER @USER @USER Idk can we?,0.10043660355502605,0.1354034775673067,0,0,20,59,0,0.0,0,65045
524,@USER @USER The official unemployed numbers are a joke. There are millions of Americans who lost their jobs and career to H-1b.  Their unemployment benefits ran out years ago. Give them their jobs back. End H-1B now.,0.4204675900478018,0.5296055263048447,0,1,44,216,0,0.0,1,19356
528,@USER You're interested in making me glance at your tweets because I think you are Nintendo for a split second.,0.08232769381601575,0.11641197933854631,0,0,23,111,0,0.0,0,13856
536,"@USER @USER Prepared? All she has to say is  I don't remember"" all the time and liberals will believe her BS.""",0.12710987571079366,0.796529979610558,0,1,28,110,0,0.0,1,82256
544,@USER He is so wonderful! I love my grandkids!,0.036700353875774215,0.1396308514274433,0,0,12,46,0,0.0,0,98989
545,@USER Yep! She texted me to call her and when i did she told me i was fired like wtf,0.787522960566885,0.8329852208809709,1,1,22,84,0,0.0,0,31456
554,@USER the war on honest conservatives-antifa,0.10557884359159043,0.3535955868556997,0,0,7,44,0,0.0,0,24148
555,@USER Don't even presume to know what liberals feel or think.  I am liberal.  I am personally opposed to abortion in any but life-and-death circumstances.  But I am also personally opposed to imposing MY PERSONAL FEELINGS about abortion on anyone else.  So do us all a favor and STFU.,0.29244372295473,0.4159363946525178,0,0,56,284,0,0.0,1,38765
561,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I'm not sure if he is really on a low carb diet. Most hospitals don't carry low carb muffins LOL.,0.10110027934383328,0.1437877942733285,0,0,100,325,0,0.0,0,88101
588,@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,0.9402434135995513,0.8428631465294144,1,1,27,124,0,0.0,1,41461
609,@USER she is the most deserving woman to be happy !!,0.029760093945964215,0.12721826766848623,0,0,13,52,0,0.0,0,41818
612,@USER He’s the fart in the wind of history. URL,0.45311059772956025,0.8601930780076197,0,1,14,47,0,0.0,0,63100
619,@USER A military tribunal will get Holder.,0.07323097132491882,0.16244646009616978,0,0,9,42,0,0.0,0,91955
