,ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,label,id
3142,3969,URL WHY isn't Peter Strzok and Lisa Page in jail? They are traitors to the United States and it's people! The US does not have a two-tiered system for lawbreakers. #LockThemAllUp  #DeepState  #DrainTheSwamp  #MAGA #WalkAway  #impeachjeffsessions  #DOJ ???,0.8177928508155291,0.6730305163764507,1,1,52,255,1,31566
3143,3975,@USER @USER he is rushing to catch up to drumpf,0.1023944287216427,0.41055316956589993,0,0,12,47,0,61527
3144,3976,@USER F the DemocRATS.  SLIMY BASTARDS.,0.1929191992258602,0.7809967425408467,0,1,9,39,1,47242
3145,3979,@USER He will get what he deserves in the Mens prison........,0.4948465264956927,0.32637877584155367,0,0,13,61,0,45329
3146,3981,@USER 2011 I still got all my shits URL,0.9317114624722079,0.9071478391683364,1,1,10,39,0,17247
3147,3987,@USER That's right he is well said.,0.08351589028919662,0.032620547547598966,0,0,10,35,0,19736
3148,3989,🛑 Ntknetwork News 🛑 👉 'Senate Set to Pass Bipartisan Bill to Combat Opioids' #MAGA￼🇺🇸#2A #Prolife URL,0.22025857585424438,0.10502680874233815,0,0,22,101,1,90712
3149,3996,@USER @USER @USER @USER @USER She is a waste if air. She needs to go.,0.8269215462916004,0.6596244506037514,1,1,22,69,0,20504
3150,4002,@USER It’s fine. The liberals made sure that we use as much carbon as possible to make electricity.,0.20252204145893907,0.1827170061735216,0,0,23,99,0,81788
3151,4010,@USER @USER Why don't liberals understand that an allegation of drunk teenagers who don't have sex is not a federal crime? Golly Moses- What is wrong with those people?,0.8224031810687542,0.5662958807474857,1,1,35,168,0,94359
3152,4014,@USER Police your own first right?   You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public. She is an extremely public figure and he is using a similar platform.,0.26284183737131667,0.07843036447380544,0,0,51,253,1,69957
3153,4017,@USER Go pop open your lid in the kitchen. Bam there he is.,0.18403315183409036,0.08609268692211412,0,0,16,59,0,56286
3154,4019,@USER @USER Corey Booker try to finger blast my ass as a teenager. #MAGA #WalkAway URL,0.927494747575282,0.9167080774432559,1,1,21,86,1,11046
3155,4022,@USER @USER She’s said before that she will always be praying for him even tho she can’t do anything. I’m sure she is heart broken as well at the events,0.1146656048637318,0.05305881660037244,0,0,39,152,0,52972
3156,4023,@USER You are not alone. I was sexually assaulted by a fellow law student in 1978. I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake.,0.4284725256997793,0.41993784132372847,0,0,57,261,0,53928
3157,4028,@USER @USER ikr? Riding trainer? Have fun running to Lower Rear BackWoodsistan Fucker!,0.15836950203078845,0.7456762747813039,0,1,18,86,1,35419
3158,4032,@USER Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party.,0.8701013839805388,0.9199307308316191,1,1,23,113,1,62195
3159,4034,@USER @USER He is nothing but a left wing unhinged liberal jerk!!!  He needs to shut the F-up!!! 8yrsof him was a life time of BS!!!!,0.9111797075998821,0.9106249093806781,1,1,38,133,1,49864
3160,4044,@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄,0.24508501313237174,0.09492911490617875,0,0,24,88,1,25019
3161,4047,@USER Remember when Liberals were called the snowflakes? Conservatives now have the sads about a hollywood award show.,0.30923227349312066,0.786540856396361,0,1,21,118,0,48464
3162,4052,@USER Turn them loose and see what happens to her city. People like her is what gives the Democrats a bad name. She is risking the entire population of Atlanta. Wonder how the citizens like it. We’ll see at the ballot box,0.4281885653629724,0.320821300824607,0,0,49,221,1,40316
3163,4053,@USER Even though he has proved to be very efficient in almost every regard since taking office.  Hillary should fade away.,0.12479847844772396,0.05179748226900357,0,0,24,123,0,14180
3164,4055,@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.,0.6732185284939146,0.3814499554705457,1,0,27,122,1,53662
3165,4062,@USER @USER Actually I think Antifa over took them and YOU contributed to their silence too..,0.24990461118278215,0.048271186136474104,0,0,19,93,0,15718
3166,4069,@USER @USER @USER @USER @USER It still won't protect you at intersections - in fact it makes it worse - you are hidden until it is too late. It  makes it much more difficult to make left turns or leave the lane for any reason...,0.1989964928218425,0.13655080916144666,0,0,53,228,0,65598
3167,4073,@USER Throw Antifa in there too!,0.12474515627511902,0.041578864271421045,0,0,8,32,0,64414
3168,4084,@USER @USER Serena was outplayed &amp; acted like a spoiled brat. She is not above the rules,0.7782282382542149,0.828036835077048,1,1,22,92,1,39211
3169,4088,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ok. You win.,0.16586315717538894,0.03649376622902781,0,0,90,270,0,22353
3170,4100,"@USER @USER @USER @USER @USER @USER And not one bit of any of that has anything to do with Trump at all."" - Liberals could care less who was responsible &amp; that the majority of the indictments were people Potus never met that did things while Obama was asleep at the wheel. Facts do not matter to the left.""",0.2677430910523705,0.40854220142739167,0,0,72,310,0,52291
3171,4101,@USER @USER Characterizations of famous people are very funny. But not if they are black. Cue the race baiters in 3...2...1...,0.5503192217469274,0.2954331515218419,1,0,30,126,0,53663
3172,4102,@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up,0.7550956238673271,0.8702668581550825,1,1,31,162,1,87033
3173,4110,@USER @USER Yep. And if he would get rid of the bell instead of taking sacks I’d be thrilled. Not sure if he is aware of the rule. But you can throw the bell away,0.2110913802257425,0.21027938371096863,0,0,42,162,0,27713
3174,4116,*pats tears* Gosh..... Dammit *sniffs* *sighs* My baby-* sniffs* She just doesn't deserve this💔😭. She is so precious and I- URL,0.2696139653011846,0.6968358341385062,0,1,32,127,1,78443
3175,4118,@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga,0.6429370599664989,0.4422036249129651,1,0,31,147,1,23916
3176,4127,@USER A political novice has outshined all of you corrupt establishment politicians.  We voted for him because he can't be bought.  Soros can afford it.,0.7157718040558896,0.6883113117791448,1,1,30,152,0,63826
3177,4137,@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit,0.8984996493220649,0.9162595947543866,1,1,22,101,1,42371
3178,4145,@USER Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him💖,0.13811267781421274,0.059592191899324166,0,0,67,285,0,77500
3179,4149,@USER   How is it you had a document that all those women signed if you didn’t know anything about the accusation. Sounds to me a cover up was planned. You are a disgrace to the office you hold,0.8648250107775863,0.7446563401437933,1,1,43,193,1,92712
3180,4150,@USER @USER @USER Return of the milk ‘snatcher’ just when you thought Tories could sink no lower.,0.38294878171093244,0.32782967502884375,0,0,23,97,0,98100
3181,4151,@USER Chicago has record number of homicides! Their gun control laws are not working!,0.40480152240220774,0.2743513719586294,0,0,17,85,1,12789
3182,4153,@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN,0.2668346285944962,0.04451443022348497,0,0,32,155,0,76795
3183,4158,@USER Oh yes 😎,0.18198897778208853,0.029731909204879642,0,0,5,14,0,91332
3184,4161,@USER better leave #HIAC with #SDLIVE Women's Title tonight! She is the best woman on the whole roster bar none!,0.08144666643088849,0.03491377707908207,0,0,26,112,0,55697
3185,4165,@USER they’re abso shite quality tho,0.9023517621357433,0.8825291459336141,1,1,9,36,1,82489
3186,4168,@USER @USER Sure do miss you sir. I ran HRC Lakeland office and tried to get you your old house back. We were ALL devastated that night. We worked harder than any realtor you ever had for nothing but love. Now fighting gun control w our Parkland kids. Hope lives!,0.2068139387488064,0.10123348070699793,0,0,58,263,0,25601
3187,4169,@USER is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA,0.08344117362711123,0.10599454762208804,0,0,54,239,0,63113
3188,4176,@USER Sounds like you're a Fascist.,0.3599264022779056,0.730193684528742,0,1,9,35,1,55432
3189,4178,@USER Same and he is mine too dhudbe! There is a reason he is my lock screen HAHA,0.08351589028919662,0.04042693512986268,0,0,20,81,0,28186
3190,4181,@USER And no one in their infinite wisdom couldn't predict this? Please!,0.22652687319293788,0.0804296665149549,0,0,16,72,0,24145
3191,4182,@USER @USER then why is America succeeding under President Trump.,0.15915205416610678,0.03317983120522411,0,0,13,65,0,62109
3192,4183,URL                                My loyal #MAGA followers need to read this!!!,0.1512157179488838,0.03358950565010397,0,0,13,80,0,70034
3193,4184,"@USER Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible.""",0.49771119762770255,0.40644962049991246,0,0,59,250,1,68647
3194,4193,@USER the dopest most illest female artist ever! That's fucken queen right there hands down!!! Try to argue widdit😋😘,0.9060729634534851,0.9181872878284922,1,1,25,116,1,87488
3195,4195,@USER He is over with the bola crowd according to the reaction he got from the first night of bola.,0.13586143145461624,0.04410091256841039,0,0,22,99,0,31505
3196,4196,@USER @USER you should probably start reading your Bible hun.,0.1437877942733285,0.049176430872520695,0,0,13,61,0,53566
3197,4198,@USER @USER @USER Perfectly stated! Love our President! ❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️,0.1881001679614864,0.03058880772450661,0,0,14,82,0,37536
3198,4203,Kavanaugh accuser Christine Ford opens door to testifying next week Looking forward to the book  URL #MAGA #DrainTheSwamp #TermLimits #DitchMitch #PeelPelosi ⁦@USER,0.10875559035596577,0.08945460216888064,0,0,29,164,0,86587
3199,4210,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We already established that in the war you are still living. Thats why it isnt happening again,0.14134066513588073,0.038394017757618346,0,0,44,172,0,59711
3200,4212,ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr #Topbuzz URL,0.23022675852832594,0.6294330016798207,0,1,17,88,0,39042
3201,4214,@USER Haha that's just because I'm unique. A lot of Americans can't find Sweden on a map. And I'm like jag älskar Sverige😍💙💛🇸🇪❤️,0.18366682095538725,0.05414869181885869,0,0,30,128,0,60175
3202,4216,"@USER @USER @USER Yeah! Liberals are all Look at me! I'm a victim just because a man held me down, covered my mouth and tried to rip my clothes off to rape me. Boo hoo. And his friend turned up the music too loud to cover up my screams and it hurt my widdle ears""  Get over it already, amiright?""",0.670608279935473,0.7680379962688904,1,1,73,296,1,72836
3203,4218,@USER @USER @USER Of course not she is young and dumb. If she really had a brain she wouldn't believe in socialism,0.863276386927382,0.8821235738099921,1,1,27,114,1,83578
3204,4225,@USER @USER He gets confirmed. Conservatives don’t care that he’s a rapist. At all.,0.8329172797367778,0.739187152056625,1,1,23,83,1,85481
3205,4226,@USER Nigga you are about to lose,0.16599831119805178,0.43979997727236536,0,0,8,33,1,64888
3206,4231,@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.,0.13840355372037758,0.43530879510653286,0,0,23,96,0,61917
3207,4237,@USER @USER She can lie in the shit she created,0.9178933729531492,0.925567046963707,1,1,12,47,1,32094
3208,4250,@USER can you tell Cal I said how are you? I just wanna know how he is doing. 😊💜,0.07696083569602612,0.028140752684710856,0,0,23,80,0,94479
3209,4254,"*chokes laughing*  So, @USER having considered the excellent work"" of the @USER have decided that its such a car-crash, and with no certainty over trading, that they'll ""temporarily"" close their plant next year  Nichts ist haltbarer als eine temporäre Lösung 😂😂😂😂""",0.28022226421698404,0.1932234858916084,0,0,53,264,0,27082
3210,4255,@USER Packing 💼🕶👢 for TX 🤠👍🏼⚽️♥️- hope you are well🤗 #almostcousins♥️,0.10725032589277458,0.03213106262753943,0,0,13,69,0,34423
3211,4263,@USER to quit sex?,0.5797573432664523,0.6344300817759264,1,1,6,18,1,95477
3212,4266,@USER Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,0.20173457910020756,0.34587816638823976,0,0,18,95,0,27052
3213,4270,@USER Raise your hand if you’re a boomer and you are going to fall for the next resistance grift URL,0.19383315387500927,0.5695833332311487,0,1,23,100,0,78271
3214,4276,@USER Wont matter to me. Cannot stand all those holier than thou liberals- somebody told them society beloeve they are brilliant experts on politics- hehe- 🤮,0.35717504209202916,0.1965176254279632,0,0,29,157,0,69030
3215,4281,@USER The beauty of this.  Just like the dems inventing the nuclear option the next time a liberal is up for consideration for scotus we conservatives will know what to do.,0.19027224249286218,0.17175468335105526,0,0,34,172,0,28378
3216,4282,@USER Why doesn’t he leave the country if he is so unhappy with America,0.22177176174578506,0.051462765432607444,0,0,17,71,1,99193
3217,4285,@USER @USER @USER @USER @USER You just described Antifa and the Black Block as well as the Democrats and big tech.   Why do you defend fascists?,0.8182289904505873,0.3913332463899943,1,0,33,144,0,15069
3218,4291,Business is business. I love this story. URL,0.0727025156717031,0.035444101474321324,0,0,10,44,1,93767
3219,4296,@USER doing pretty good hope you are well my friend tough season for both teams but it happens,0.07497296983566906,0.031173310722203314,0,0,19,94,0,56160
3220,4304,@USER She is adorable,0.07661468681865843,0.028140752684710856,0,0,5,21,0,15165
3221,4329,@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,0.6327580863352519,0.5917822203746856,1,1,35,159,1,24967
3222,4334,*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️,0.222277805846324,0.18440004832662735,0,0,42,193,0,75848
3223,4338,@USER She is laughing while she looks at up,0.13072868194347032,0.03850232797449093,0,0,10,43,0,86925
3224,4342,@USER @USER @USER @USER So let me get this right.  Mogg is attacked and you are accusing him of profiting from it?,0.32863715607272614,0.0874858471009016,0,0,28,114,0,31525
3225,4346,@USER Glad we have our priorities in order re gun control.,0.1763167574092963,0.06998537224555161,0,0,13,58,0,75269
3226,4355,@USER uhh.. He is so cute.. I don't know what it is about a strong man's man I luv.. Lol.. Especially that can fight.. I guess bc I had to grow up being able to hold mines being so short to the point you don't have to worry about fighting anymore..,0.12814279030342904,0.05899302973563795,0,0,61,248,0,61587
3227,4367,@USER @USER Milk is meant for calves not humans. Give your head a wobble,0.6535139869137615,0.4167002106891672,1,0,17,72,0,17214
3228,4369,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that!,0.1584997101121484,0.033211172570690284,0,0,96,293,0,29260
3229,4373,@USER you are absolutely right i am a Fool,0.12479847844772396,0.8509647055213694,0,1,10,42,1,49569
3230,4374,@USER @USER @USER If so why do Democrats continue to say he is a rapist? Why do you Democrats say Republicans allow a rapist to be president?  He isnt unscathed.,0.7300012478591633,0.7249189632885478,1,1,36,161,1,34640
3231,4378,&gt;&gt;&gt;---&gt;Simcoe mountain range she is Bruin : BUSTING.......#BearDown #hunting URL,0.12474515627511902,0.06681232582952595,0,0,28,92,0,14621
3232,4381,@USER @USER @USER Almost every one I talked to at work today said fuck canelo. He is the new mayweather,0.865565352048796,0.9076402020521152,1,1,24,103,1,64790
3233,4384,@USER @USER The President despite all of Woodward book of lies and you and Barrack has done so far a tremendous job we are respected again our economy is not longer the animic less than 2% and our enemies fear us again John you and Barrack r History,0.4791990244333129,0.4996185303474524,0,0,51,249,0,69743
3234,4387,@USER @USER Just another tool in my toolbox. It's an inanimate object unless I animate it. It's not gun control we need it's mental health control! URL,0.5860046892314394,0.324797327019643,1,0,35,151,0,95349
3235,4390,@USER It’s more what she does than who she is,0.11333402448926169,0.039974774711098934,0,0,13,45,1,31185
3236,4392,@USER I always found liberals and progressives to be the spartan ones. All the socialists I knew wanted to live as well as they could afford,0.12847045821732297,0.28681802192216826,0,0,28,140,1,70550
3237,4393,@USER @USER Love this woman Telling the truth every day WHY do conservatives have to point out the obvious.Are people really that stupid,0.8928431418576684,0.9111006414357945,1,1,25,136,1,17779
3238,4397,@USER Holder should've been removed and jailed years ago.,0.5534147821767303,0.2835829467479877,1,0,12,57,1,75038
3239,4398,@USER He should tell that to Big Bubba when he enters his prison cell,0.20665378741451343,0.17224145218469245,0,0,15,69,0,20925
3240,4403,@USER Historically that's usually the case.,0.1111446937414868,0.037750274852468374,0,0,9,43,0,90177
3241,4404,@USER @USER More Jewish theatrics from (((Google))),0.1367812552622673,0.059537487928566064,0,0,15,51,0,19466
3242,4406,@USER @USER I am Canadian  .. Live in the us and am ex 🇨🇦 special forces. I've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons.   the US (lack of) gun control is by far the fucking stupidest part of this country!   Too many morons with guns,0.9237300338193294,0.9042285207402392,1,1,66,287,1,87719
3243,4408,@USER Lmao 😂 man oh man she is thanking a drug addict for support ? The other guy had it right shes a story teller plain and simple!,0.7120820455511507,0.5007324213511315,1,1,30,132,0,97528
3244,4413,@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!,0.8542170449648043,0.9183338856080048,1,1,60,249,1,43851
3245,4423,@USER ANTIFA WANNABE ☝☝☝☝,0.21239534653504918,0.03757330553813658,0,0,5,25,0,43705
3246,4424,@USER Boo hoo shu.....you are never on the right side of winning.,0.11124120650754306,0.04134599398265773,0,0,16,65,0,33291
3247,4425,@USER @USER Racist all she is. My god less then 10% of population and cry 😿 more then other 90 put together. Trump doing a great job just cause he got white skin ya don't need hate on him over and over and over,0.4177613169002951,0.4339514795044454,0,0,50,210,1,62647
3248,4429,@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.,0.7383390424503607,0.8139788822234376,1,1,54,265,1,31987
3249,4430,@USER But gun control will keep the terrorists from shooting,0.3734187232283041,0.29017562235469585,0,0,11,60,0,54783
3250,4438,@USER High class Vogue!!,0.18847329979404595,0.04336579876390676,0,0,7,24,0,48396
3251,4446,#PATHETIC #LOSER Only Utah would allow this 2 happen. #WakeUpAMERICA Utah SLC judges liberals  @USER @USER  So sorry #ElizabethSmart ❤ URL,0.13534632496190474,0.16224725549485666,0,0,28,138,0,31933
3252,4455,"@USER @USER @USER Gotta love when the uninformed point to Venezuela as though it's the inevitable result of socialism!  Socialism? Venezuela!"" Gun control? ""Chicago!""  It's like watching a round of Shitty Jeopardy, where no one knows a damn thing but they try to compete anyway.  Logic? ""Trump!""""",0.5412876079903521,0.6110483846116788,1,1,68,296,1,25387
3253,4457,@USER This is mainly @USER fault. He is to blame,0.17981842970664424,0.2135411347306347,0,0,13,48,1,32309
3254,4458,@USER She should be fired and arrested. Clearly she is using drugs on the job.,0.7036003824091294,0.5749094635169575,1,1,18,78,1,33684
3255,4463,@USER Love it! He's giving you a heads up that he is the most important living creature in a 10 mile radius !!🐾🤣,0.17960249035720377,0.03941638743217145,0,0,28,112,0,50398
3256,4465,#pnpcbc #cdnpoli #bcpoli #ontpoli #alpoli More to Join #Conservatives URL,0.16052905996022238,0.05888469953998364,0,0,16,73,0,61835
3257,4474,@USER And pedophile Podesta still on with his Blue Check Mark account. 🤔,0.9059066113590231,0.7654180546924173,1,1,15,72,1,50661
3258,4479,@USER @USER Except he is. His administration has allowed crime in the city to skyrocket. You bloody leftist snake.,0.8016254192426442,0.8967949426280529,1,1,24,114,1,12178
3259,4494,@USER Don’t doubt a fat man,0.8370879625470882,0.8109285077322739,1,1,9,27,0,35693
3260,4498,@USER @USER We already have gun control.  Who would have thought that criminals wouldn't follow the law?  Let's make more laws telling them not to break THOSE laws!,0.30777397219552277,0.2945192423281551,0,0,35,164,0,97022
3261,4504,@USER josh as slave leia,0.18543036939101906,0.65129942030678,0,1,6,24,1,13720
3262,4507,@USER @USER @USER So then why was it cool for all the other candidates to discuss issues with Russia over multiple decades?,0.09041372682383804,0.04134599398265773,0,0,26,123,0,45406
3263,4514,@USER @USER agreed fuck that guy,0.8832863335120569,0.9287326629691124,1,1,8,32,0,91189
3264,4521,@USER It amazes me how much in synch you are with the man who commuted your prison sentence.  It's no wonder that you like each other.,0.16687896309667175,0.08269734267503884,0,0,30,134,0,35864
3265,4522,@USER Mon « bye bitches » suffisait,0.9426652688692697,0.8391416646655147,1,1,8,35,1,31646
3266,4528,@USER @USER @USER @USER Who is fawning? And who are you to decide who is and who isn't reasonable? It is fully possible to be reasonable and still be wrong. I'm guessing you have never watched Daves show and are going by what you have heard from people you are fawning over.,0.30455852435775305,0.3151033679588216,0,0,62,274,1,98495
3267,4536,@USER @USER Why is this crook walking free?,0.7304821773361116,0.74761595472359,1,1,11,43,1,28949
3268,4540,"@USER @USER Or maybe this...The very fine people"" the dipshit ""president"" was talking about.  Antifa isn't the ""left"". They're a fringe, far left, anti fascist movement. To lump the ""left"" in as antifa is to lump the ""right"" in with the neo nazi's and kkk that vote with you...Shhh. URL",0.7914989334100752,0.9028668338232754,1,1,74,286,1,51929
3269,4546,@USER He can suck it.,0.8865678042462061,0.91610961358942,1,1,7,21,1,26773
3270,4547,@USER  I REALLY REALLY wish you had a Prime Time spot Harris🙏 you are my favorite and soooo pretty too😊,0.059811478879323005,0.024516335827191236,0,0,21,103,0,62885
3271,4550,@USER @USER You are a disgrace,0.9194257604962451,0.9111797075998821,1,1,8,30,1,60315
3272,4553,@USER @USER HYT ENEMY OF THE PEOPLE,0.20922721795916957,0.09687654059386407,0,0,9,35,1,12758
3273,4556,@USER You ready for crazy ass racing tomorrow???,0.9252299570920387,0.9189906179437667,1,1,12,48,1,97667
3274,4565,@USER These you are too young responses are condescending af. Personally I have no issue w/wire coat hangers being used to protest b/c god forbid women don't have access to safe abortion some may try any method to attempt a termination...esp teen girls,0.7578839801407692,0.5153074097554383,1,1,48,252,0,45184
3275,4568,@USER Eject him from the Senate. What rule will he break next time. If you can’t follow rules you shouldn’t be a Senator.,0.28130687944763205,0.11636176402293683,0,0,31,121,0,23956
3276,4573,@USER 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit,0.8902942261220292,0.9165588263728889,1,1,25,105,1,18688
3277,4575,@USER He is the worst person.,0.8380843143964528,0.7288930600622969,1,1,8,29,1,37881
3278,4585,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL,0.4385747826953194,0.4888476751650818,0,0,25,131,1,51452
3279,4593,@USER lmaooo you are so wise ily,0.07871316983511942,0.038610931468025946,0,0,8,32,0,64349
3280,4596,@USER Yes she is,0.10516457814163914,0.03050205268271422,0,0,5,16,0,84691
3281,4597,@USER @USER @USER It's difficult to talk to liberals like you with a serious mental disorder read the book by Michael Savage Liberalism is a Mental Disorder check it out on Amazon,0.45944748642282274,0.4383568813062481,0,0,36,179,1,90166
3282,4598,@USER @USER Don't be surprised when Libertarians win in local and state levels. People are getting sick and tired of both sides with empty promises.,0.344719129772126,0.3047136754391144,0,0,30,148,0,57113
3283,4606,@USER The more this woman talks the more stupid she becomes. #TermLimits #Liberals,0.8929365379204537,0.9123581052035076,1,1,17,82,1,49493
3284,4616,@USER Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷,0.7909343095879641,0.7208106645200302,1,1,19,84,1,13075
3285,4621,@USER Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better.,0.07864238118410145,0.02862550242814508,0,0,38,186,0,27238
3286,4624,@USER you and me both!! #chatterbox,0.10516457814163914,0.03611792469672402,0,0,10,35,0,98501
3287,4627,@USER Conservatives have become the cadaver party.,0.15297887682637173,0.5703014231256793,0,1,9,50,1,61737
3288,4630,@USER How about corrupt PR government officials.,0.802942122736355,0.689044126479737,1,1,9,48,0,44025
3289,4640,@USER thank you for explaining succinctly why a second referendum would be used by @USER to rewrite the question and manipulate the answer in order to clingvto power #peoplesvote URL,0.12549344653756345,0.16885695214168314,0,0,33,182,0,44764
3290,4647,"@USER @USER Daniels said her job does not reflect her character, really. She is a cheap, sleezy porn lap dancer. The is no high road"" to take in that type of job""",0.8656221592774656,0.6834723042153152,1,1,40,162,1,42594
3291,4651,@USER What a beautiful person she is.,0.06966822910745153,0.028194217665114138,0,0,9,37,0,72217
3292,4652,@USER Liberals and conservatives judge eachother on the actions of their worst characters. Liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy.,0.6882589317223706,0.7098746616244834,1,1,40,239,0,54149
3293,4656,@USER Burt. A cool dude.,0.2215611533121909,0.5804486659657436,0,1,8,24,0,61914
3294,4661,@USER @USER @USER Someone should tell her that voters have to be at least 18 and be citizens. Can't imagine adults with critical thinking skills could ever vote for her again.,0.1559762920536521,0.09235979794788489,0,0,37,175,0,64579
3295,4670,@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.,0.3765084947679687,0.09982066756762314,0,0,14,65,1,78274
3296,4688,@USER Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis!,0.3952800640631729,0.39370549485054,0,0,31,158,1,12532
3297,4692,@USER @USER @USER @USER Yeah bitch we put him back in and beat your sorry asses the bears SUCK!! BLEW A 20-0 LEAD LMAOOOO,0.9177460552422909,0.9273632936392131,1,1,30,121,1,18720
3298,4694,@USER Look at his reaction at the 18 second mark. What a contemptuous clown he is.,0.8950649490007008,0.8403245047352482,1,1,19,82,1,48214
3299,4702,@USER Give me a fricking break.  They are worse than the Southern Baptist with a pagan idolatrous.,0.8632187447377327,0.9026096017480523,1,1,20,98,1,21063
3300,4707,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer,0.4501252135483279,0.5160314902707269,0,1,88,333,0,54779
3301,4709,@USER And yet “he is”. Better than anyone before him🤢,0.14104462694148667,0.045352580554306424,0,0,14,53,0,27993
3302,4712,@USER God dang! Didn't she break campaign finance laws? Why isn't she in jail?? Didn't she promise to move out of the US??? Why won't she just Go Away??!!,0.4853100150365177,0.6420678605192779,0,1,45,154,1,31491
3303,4713,@USER @USER Holder's day is coming. Soon.....,0.10687688486510288,0.03258974476602535,0,0,12,45,0,54323
3304,4722,@USER Unless you live in Sweden the Gang Rape capital of the world. Where 1 million migrants were welcomed with open arms. Not vetted thanks to the liberals in power .,0.1545673283700442,0.47381700222342754,0,0,34,167,0,40000
3305,4732,"1/ [L]iberals and conservatives are on average no more or less narcissistic compared to each other. But the two political orientations are associated with different facets of #narcissism."" URL",0.4319360884502374,0.6512716965909944,0,1,36,192,0,93140
3306,4734,@USER @USER What award. Head of the Nazi antifa violence movement,0.24220562872535945,0.3018763148840577,0,0,14,65,1,53817
3307,4736,@USER @USER Yeah like conservatives are synonymous with truth telling. Pleeease.,0.15443975787007322,0.07075196973880456,0,0,15,80,0,76805
3308,4738,@USER Doesn't seem like Hollywood has too many independent thinkers.,0.1557835459272773,0.07878401675683737,0,0,13,68,0,56141
3309,4741,@USER @USER @USER @USER You are a boring individual. Its seems good too me,0.7960547527330591,0.7389046466218459,1,1,19,74,1,44910
3310,4745,@USER Hope it’s full of pot holes and smells like shit,0.9194980766039684,0.9293122085569835,1,1,14,54,1,43388
